phase,iteration,n_features,n_removed,train_auprc,val_auprc,train_val_gap,val_drop_from_baseline,timestamp,test_auprc,val_change_from_prev,test_change_from_prev,stop_triggered,stop_reason
phase2,10,73,5,0.0710966638861191,0.0641433885930929,0.0069532752930262,0.1312114501855783,2026-02-02T18:13:40.161355,0.0594319806589763,-0.0062761571394879,-0.00645912173412,False,
phase2,11,68,5,0.0794573507017697,0.0775916182069275,0.0018657324948422,-0.0509377651901876,2026-02-02T18:14:28.204593,0.074141999177783,0.0134482296138346,0.0147100185188066,False,
phase2,12,63,5,0.0991601267378424,0.0973363334011883,0.001823793336654,-0.3183695747090228,2026-02-02T18:16:05.486577,0.0844960319216762,0.0197447151942608,0.0103540327438932,False,
phase2,13,58,5,0.0490764338449919,0.0592199074532829,-0.010143473608291,0.1978974194384522,2026-02-02T18:16:31.241529,0.0710721686351274,-0.0381164259479054,-0.0134238632865488,False,
phase2,14,53,0,0.0938721813311785,0.0798830951530232,0.0139890861781553,-0.0819746183499229,2026-02-02T18:18:02.589766,0.0843064036707762,0.0206631876997402,0.0132342350356488,True,No features meet removal criteria
phase1,baseline,167,0,0.1186358774801271,0.113437454123775,0.0051984233563521,0.0,2026-02-02T19:57:49.078638,,,,,
phase1,cluster_reduction,143,24,0.0995407556044134,0.1004233833337946,-0.0008826277293812,0.1147246373828202,2026-02-02T20:14:08.863171,,,,,
phase2,1,143,10,0.0995407556044134,0.1004233833337946,-0.0008826277293812,0.1147246373828202,2026-02-02T20:32:08.335846,0.1341348125591044,0.0,0.0,False,
phase2,2,133,10,0.1245565793029975,0.1223814066487742,0.0021751726542233,-0.0788447924372502,2026-02-02T20:53:57.766393,0.1489105054150367,0.0219580233149795,0.0147756928559323,False,
phase2,3,123,10,0.1059266059505886,0.1207740735836581,-0.0148474676330695,-0.0646754594111204,2026-02-02T21:14:34.322946,0.1229874160479291,-0.001607333065116,-0.0259230893671076,False,
phase2,4,113,10,0.125131527879451,0.1192374464708651,0.0058940814085858,-0.0511294297980415,2026-02-02T21:38:50.439761,0.1464627132574563,-0.0015366271127929,0.0234752972095272,False,
phase2,5,103,10,0.1097446074597322,0.118456694992634,-0.0087120875329018,-0.0442467693552282,2026-02-02T21:58:50.059990,0.1408321621060446,-0.0007807514782311,-0.0056305511514117,False,
phase2,6,93,5,0.1178641193226409,0.1127418520761346,0.0051222672465063,0.0061320315500151,2026-02-02T22:24:25.909516,0.1434915603901531,-0.0057148429164993,0.0026593982841084,False,
phase2,7,88,5,0.1271087058460822,0.1208781554296958,0.0062305504163863,-0.0655929856976694,2026-02-02T22:45:09.639846,0.1474394044253577,0.0081363033535611,0.0039478440352046,False,
phase2,8,83,5,0.1202338671907231,0.12092554790981,-0.0006916807190868,-0.0660107708152939,2026-02-02T23:05:47.255468,0.1461170845815096,4.739248011412234e-05,-0.0013223198438481,False,
phase2,9,78,5,0.1332846679594018,0.1329562788139211,0.0003283891454806,-0.1720668437150265,2026-02-02T23:26:04.442157,0.155406749772031,0.0120307309041111,0.0092896651905214,False,
phase2,10,73,5,0.132627855399829,0.1156139557165631,0.0170138996832658,-0.0191867986601081,2026-02-02T23:48:39.206872,0.1350762035549133,-0.0173423230973579,-0.0203305462171176,False,
phase2,11,68,5,0.1251180206496831,0.1194746307785971,0.005643389871086,-0.0532203115933358,2026-02-02T23:51:28.139526,0.1506261552279425,0.0038606750620339,0.0155499516730291,False,
phase2,12,63,5,0.1215175852581653,0.1225116925162117,-0.0009941072580463,-0.0799933184549035,2026-02-02T23:53:31.974282,0.1567738144403381,0.0030370617376146,0.0061476592123955,False,
phase2,13,58,5,0.1241112638082223,0.1126519467796363,0.011459317028586,0.0069245854484857,2026-02-02T23:59:37.596220,0.1449327282942943,-0.0098597457365754,-0.0118410861460438,False,
phase2,14,53,5,0.1048968230996792,0.1039163535388502,0.0009804695608289,0.0839326010837304,2026-02-03T00:01:00.249091,0.1271773023192767,-0.008735593240786,-0.0177554259750175,False,
phase2,15,48,5,0.1281528331860979,0.1220104534547835,0.0061423797313143,-0.0755746803137367,2026-02-03T00:01:54.417035,0.1477300048585252,0.0180940999159332,0.0205527025392484,False,
phase2,16,43,5,0.1103279028703305,0.1123068284076241,-0.0019789255372936,0.0099669524927562,2026-02-03T00:02:18.809489,0.1203740594617954,-0.0097036250471593,-0.0273559453967297,False,
phase2,17,38,2,0.1255354326494089,0.1209544448729841,0.0045809877764248,-0.0662655099876188,2026-02-03T00:02:52.849624,0.1474771219009301,0.0086476164653599,0.0271030624391346,False,
phase2,18,36,5,0.0904010233291437,0.1167789670936723,-0.0263779437645285,-0.0294568755593829,2026-02-03T00:03:12.791192,0.1194628441611651,-0.0041754777793118,-0.0280142777397649,False,
phase2,19,31,5,0.0979455895429829,0.1043174732266373,-0.0063718836836543,0.0803965583288448,2026-02-03T00:03:32.198946,0.1289447953318969,-0.0124614938670349,0.0094819511707317,False,
phase2,20,26,0,0.10417817357958384,0.12003784901477,-0.01585967543518617,-0.05818532284577762,2026-02-03T00:03:50.144005,0.14385623299648392,0.01572037578813268,0.014911437664587024,True,Would go below 25 features
